user_id	user_screen_name	influence	credibility	n_rumors_propagated	n_rumors_stifled
398908433	Christoph	0.370195	0.348102	46	13
2699160330	Jacqueline Hilton	0.931771	0.564153	24	38
914168887	robert sim	0.082998	0.637441	44	37
1620993428	Patrick Hunt	0.16037	0.70018	10	47
350518196	Gary Bickmore	0.613864	0.387391	12	22
2582304178	Jane Weston	0.172053	0.188572	20	12
2219725938	Jou Ma Se Party	0.349881	0.193594	27	45
3596682315	HuffFeed News	0.394997	0.522967	12	50
20203	Christine McIntosh	0.48176	0.284065	34	31
1257212124	Mark Shucksmith	0.694602	0.611021	3	50
42910254	wagwan	0.966633	0.249467	47	7
788098	Iggy	0.989451	0.657859	17	5
74427292	steven_dutch	0.432899	0.4977	8	48
199706822	S_P500 Moni	0.622982	0.200612	13	33
430245429	Contrast News	0.010591	0.931531	15	35
20840441	New Europe	0.761293	0.547406	30	30
3101425642	Jack Collyer	0.159094	0.970051	44	4
475524030	JE$US	0.909471	0.897752	29	12
2809680389	Bob Sharpe	0.481413	0.108953	16	22
81302916	Peter Curran	0.854633	0.331548	35	44
503503250	jenemm & hubby	0.473187	0.170338	42	13
138085968	No Sharia for UK	0.406261	0.995257	14	34
700325606	BalajiOffsetPrinters	0.146406	0.473852	9	31
942226236	Garion Coyote	0.346835	0.288675	38	30
39721831	Alison Gordon	0.587485	0.829663	50	31
770908003822428000	Begbies Cardiff	0.57858	0.214385	4	27
537569957	Duncan Cooper	0.576273	0.213824	8	44
222984427	Balder	0.019939	0.344516	49	22
18083559	rupert_greenhalgh	0.708989	0.564187	25	23
56165695	anna garrs	0.248144	0.715344	43	16
138085968	No Sharia for UK	0.989715	0.439906	17	13
17072483	marionetta	0.568475	0.598356	27	41
714386061833728000	Richard Krauss	0.698267	0.270951	47	43
1316133930	delivino crieff	0.875374	0.098096	2	12
744951837711831000	Alison R Noyes	0.769691	0.37876	8	15
3261074358	mediat business	0.366428	0.917779	44	34
966442706	Wok Chi Steve	0.670021	0.062162	2	46
26541409	??rose quartz papi??	0.276818	0.744533	26	4
340799682	Seyi Akiwowo	0.716435	0.523449	9	46
256048717	Michele Agostinelli	0.333457	0.754622	5	30
707270834	richard jones	0.917242	0.491159	3	44
2805269579	Edward Guilar	0.467422	0.663664	26	5
707183242265362000	Gabriella Evans	0.617836	0.557805	33	34
723251650174017000	Live EU Debate	0.622624	0.329121	25	24
2661597937	Sergei Ardzinba	0.645585	0.05493	2	35
3121977135	kevin m joel	0.893479	0.597076	46	7
131225476	Vincent Gibbons	0.076365	0.179863	38	13
894415938	Keith Boyer	0.448913	0.261034	28	1
1904608346	piano_inclinato	0.256085	0.852331	36	5
89724063	Bee Charmer	0.442333	0.133692	27	18
2954566971	Gemma 52%	0.596905	0.081132	18	30
1314054282	bingobongo	0.847768	0.853721	30	21
18770343	nalinrai	0.263014	0.631489	5	21
156044803	Dimitris	0.526152	0.699566	29	19
22620555	Dasto	0.881687	0.826071	34	9
95000293	Holidays Travel ?	0.521806	0.0381	4	16
283592330	Chris Cathrine	0.305032	0.216311	28	20
1527714834	Alex Knight	0.833639	0.784239	34	26
775313323281747000	??????_????????	0.396781	0.180879	7	8
618225270	Retail News daily	0.279672	0.665127	19	22
2856875608	45%&RISING:TICK-TOCK	0.255258	0.226806	8	15
468377868	Hannah White	0.204339	0.158423	2	44
210208188	Joseph E. Cole	0.55488	0.243656	4	8
19644086	angie	0.10693	0.639012	45	24
16317733	Imran Hafeez Panhwar	0.892245	0.009622	26	15
1367060016	Apple News & Tips	0.391638	0.030857	24	34
4489143633	Eunice Williamson	0.65645	0.095783	26	12
273897969	peter totman	0.15664	0.401195	15	33
2794899074	Ailsa Tomany	0.030343	0.070649	12	39
259202358	P. Pink	0.368786	0.262867	35	27
16973333	The Independent	0.333331	0.867622	39	2
1003595251	Dr Mike Tremblay	0.189017	0.556051	28	25
536495781	William	0.823961	0.997391	2	35
21869852	Yolanda Charles	0.743193	0.372664	18	14
407600515	Signe Stenbaek	0.61146	0.207389	48	18
1527190122	chas	0.866582	0.777756	27	19
2383569577	Pat Cruse	0.877864	0.225191	11	22
54248345	Bongz Khumalo	0.859688	0.438177	20	27
1443624139	Fauzan Ramdani	0.759537	0.316398	12	17
83567424	Ann Pettifor	0.892862	0.142009	1	38
1303136983	I Follow Back	0.017175	0.777753	11	20
2668856516	Grixou ?	0.208131	0.063182	20	5
23820357	Stephen Spencer	0.519848	0.29299	1	22
1486564800	SOUCafe	0.128317	0.315955	22	27
54495050	Rick Harmes	0.414866	0.716011	36	46
2851539231	Witches' Crewe	0.697545	0.005393	17	7
277473534	Royston	0.503314	0.934482	38	9
770274392739831000	Classical	0.962502	0.66426	22	29
2535958714	William Bailey	0.83739	0.080663	37	50
786874840800165000	Annie Garrett	0.496198	0.594891	49	8
569194033	Elizabeth Jones	0.155113	0.033515	31	8
712736810661765000	Marie	0.791041	0.224216	41	35
53917479	Close BBCnews	0.479764	0.674098	1	41
285011712	Yana Karadjova	0.486135	0.464031	27	6
2252017892	UK-positivefuture	0.882413	0.754723	50	8
65371363	Truelibertarian	0.743684	0.039607	42	15
2887808645	Richard Wilson	0.272637	0.810376	47	35
774485196892581000	Carlos	0.111396	0.117744	39	29
130811116	Tansy Kelly Robson	0.046116	0.98456	49	14
742283366553276000	AdrianaRday	0.584932	0.212937	41	32
748125130283450000	Rod McPherson	0.783426	0.409007	7	15
311549242	shepzy	0.62791	0.875138	12	36
291551747	??  Brazendale ??  ?	0.17888	0.244062	29	6
463257577	A	0.600062	0.832999	10	13
966442706	Wok Chi Steve	0.484725	0.321479	11	36
23954895	Jason Hartsoe	0.461982	0.363257	9	6
311897603	Andreas Holmsen	0.352388	0.833046	35	24
783509511235575000	Uselful Reading List	0.606917	0.923743	38	6
18721034	Catherine Stihler	0.843895	0.047784	49	48
444008433	Gary Aspden	0.729438	0.913328	37	15
87808524	Dena Lerner	0.121746	0.931256	26	31
245027772	Leila Hatoum	0.961212	0.574335	46	2
233919307	Olivier Driessens	0.382013	0.339763	43	15
58287532	LatestToy.com	0.835171	0.337687	9	44
727862617847549000	Sunset Song	0.943366	0.719087	24	31
194488533	Philip Davies	0.698567	0.748276	33	20
1246929793	Elizabeth Newell	0.044432	0.023541	35	41
774510439824822000	#Brexit Bin	0.437676	0.505871	5	24
754226225225269000	Toby Le Rone	0.445143	0.524163	26	27
302672478	CateAllan	0.975061	0.915615	9	14
267341402	Mr. Mathis	0.975587	0.296688	26	8
75806520	freedom ??	0.033345	0.677091	38	50
3380204452	David Warren	0.634474	0.900357	49	32
270569708	Independent Voices	0.799155	0.565477	6	6
3068713480	Webshakeit	0.056992	0.441864	23	10
2787061197	UK Immigration News	0.474314	0.589144	47	1
758944889753120000	PD CymruPolitics	0.775804	0.91573	33	26
26088207	Geert Noels	0.08284	0.444688	38	36
1220875086	New Delhi Times	0.532548	0.33067	6	33
382339682	douglas blain	0.445689	0.39943	44	46
747389335129980000	HandPickedAccountant	0.78348	0.292558	2	49
95786847	Mikey Donald	0.32889	0.510423	14	3
747911048859115000	Amanda Steadman	0.008926	0.795733	21	15
199320876	FibonacciNature	0.57732	0.234632	43	44
531612461	TheRightSide	0.411869	0.682652	16	47
783755903539548000	CitizenOfTheWorld	0.285124	0.125697	43	6
225855127	Michael B	0.631128	0.508069	21	24
193680125	steve	0.355133	0.489863	1	19
311549242	shepzy	0.394224	0.580955	2	41
377240272	Linda Hurrell	0.227389	0.729879	33	31
966442706	Wok Chi Steve	0.595619	0.70379	1	18
603536987	Richard Verolme	0.223706	0.381351	27	37
3412009822	FutuRaptor	0.318142	0.79811	48	25
532222780	Lello Esposito	0.903567	0.698906	9	22
2754895921	NEP-INT	0.436523	0.631825	50	29
3037079585	John McNally MP	0.016406	0.350614	3	4
122667692	Belinda Wood	0.248119	0.877995	3	48
99904567	Rachel	0.286193	0.209609	2	39
21489341	Jude Jackson	0.557935	0.802913	12	6
20503844	Daniel Voyce (Tech)	0.597676	0.279498	39	9
747164111969058000	Mike Cox	0.924143	0.128761	5	43
375005958	Ann Battle	0.598725	0.690979	7	18
988770781	Lothiriel84	0.232004	0.988454	38	12
113947349	Jangeloid	0.583428	0.193645	48	35
407679291	Clive Mitchell	0.342058	0.557125	41	22
734802422	Eleanor Morgan	0.996783	0.882166	8	13
3054913676	Jennifer	0.154003	0.132495	23	1
7512842	Mayuresh Shilotri	0.105196	0.898628	21	39
28354422	News, Fx-rates	0.919439	0.971347	44	5
723170689327489000	Melody Bell	0.290361	0.047925	31	14
68802356	Spooky Tweet Man	0.76194	0.040297	29	32
45090312	Tech Reviews	0.307997	0.757095	34	6
119431006	Oren Paynton	0.244911	0.1347	19	35
88972892	Brendan O'Brien	0.37101	0.460364	9	46
2172504036	Heads in the sand	0.343233	0.990109	40	10
2182555466	Sky	0.603658	0.863364	26	49
162493713	Adam Boulton	0.789906	0.594359	33	46
59753891	Christian May	0.146907	0.785325	47	18
454365633	Scenarieconomici	0.522765	0.333418	11	20
1725725448	Tana cave	0.709727	0.573394	24	21
3422058208	Steve Monteith	0.283361	0.14498	35	21
1228840274	Collected News	0.082492	0.553128	9	49
1057930387	giulio fausto di leo	0.738888	0.765496	26	49
3025234348	Rex Oper	0.609699	0.197163	19	2
1030370850	UK Directory	0.798602	0.543061	40	23
1095836894	silverstrivers	0.192219	0.705309	23	48
115941509	Alex von Tunzelmann	0.63155	0.506747	28	29
464549718	Beatriz	0.776831	0.48294	33	26
3917237921	Daniel Simpson	0.073955	0.463313	19	21
166505377	Corporate Governance	0.926922	0.116307	50	10
2744658884	LendingCrowd	0.157065	0.304952	29	4
2890858606	Scotty National	0.259479	0.713851	32	46
6749452	aidan o driscoll	0.225692	0.868671	44	50
198814698	MENA & More	0.058533	0.409918	22	43
45854629	AB	0.747994	0.062478	7	15
72529640	Voice of Reason	0.709108	0.03491	31	31
60600166	Suda Rangkupan	0.708134	0.566002	22	15
3297630343	Caroline	0.618237	0.002836	15	9
616307352	Adam Payne	0.776771	0.814529	26	30
303093405	Andrew Rooney	0.442783	0.030818	48	12
762337006257045000	FOX	0.555714	0.784822	8	12
2599800374	CityTowerManchester	0.221004	0.758171	32	12
728685061	gary watkinson	0.764915	0.790733	28	48
750654066	Tsarina RubyRainbow	0.519933	0.051466	12	14
3293897116	Sue Gray	0.316169	0.083829	18	25
723251650174017000	Live EU Debate	0.659516	0.638342	3	37
3192197441	Mark Fox	0.641505	0.346087	17	13
738802732954484000	????? ????	0.700574	0.395734	36	3
302720208	Adrian Berry	0.444799	0.273095	35	45
2369255125	carol macqueen	0.720649	0.818487	4	38
898402334	iestyn Evans	0.702594	0.515558	10	22
866575652	mark minshall	0.66898	0.622225	9	30
231390130	Trevor Warner	0.589222	0.513596	50	42
2330883598	Cooky	0.737327	0.22803	47	41
1065190608	Catherine M Ginn	0.84069	0.341792	20	4
739004865209204000	Kanaya Christine	0.042802	0.575054	24	18
24888481	Europa Nu	0.451873	0.352718	32	12
139794324	Filippo Decotto	0.693933	0.793263	40	32
6509502	Victoria Walberg	0.581845	0.83454	43	38
21490696	Tom Harding	0.288949	0.811641	30	26
3294439293	Steve Nash	0.53746	0.981692	13	47
267212346	STE	0.867223	0.000694	6	45
989166360	Harold Benjamin	0.591761	0.559513	28	25
2572675230	Rod Polisher	0.738524	0.325411	47	39
18020612	David Lammy	0.481362	0.9464	47	22
22492975	T a m a r	0.650596	0.284296	29	19
2602202730	Danielle Higgins	0.661322	0.544764	27	26
1491880526	All News World	0.005486	0.687193	3	15
181373953	Sam Perera	0.391036	0.752324	43	17
329600798	dji45	0.234359	0.561858	2	19
2997973844	Michael Fasher	0.840779	0.09464	38	7
270169172	Mr Kurt Alleyne	0.982778	0.051916	29	4
626325848	JDM Pon3	0.549744	0.080183	3	46
408488756	caputo luca	0.863865	0.088133	23	12
131192086	Joe Thorpe	0.05546	0.976966	32	8
61260065	Jan Gorski-Mescir	0.551368	0.853828	47	6
874300694	Academic Lounge	0.058651	0.705604	10	26
3721407072	3NovicesEurope	0.516469	0.10314	47	47
414026360	OneDeplorableVoter	0.923032	0.046488	35	25
243313702	John Ellis	0.935678	0.520286	26	49
595510017	John Dalton	0.099084	0.775199	26	16
1304142218	David Bailey	0.861866	0.346345	35	44
714901117	Setting4Success	0.633235	0.293456	2	13
3265559538	Women's News	0.782715	0.824251	25	26
95000293	Holidays Travel ?	0.736077	0.198949	14	44
234390340	CEDA UK	0.004831	0.664173	20	9
365657821	Andrey Swift	0.599235	0.633432	6	31
4888155731	Sharon Perry	0.582855	0.888819	20	8
4745204123	NOTBOT	0.640184	0.424509	24	17
2974805145	Sean Christian	0.13281	0.710328	1	31
721280020199665000	CarpeJugulum 48%	0.128654	0.367714	12	9
744850392303964000	Graham Paterson	0.476382	0.94161	47	14
2797396292	Bad Hindeland	0.969292	0.515087	16	1
431460459	Tech Stories	0.957455	0.704004	2	47
2382548090	Autonomy Scotland	0.222326	0.735718	32	16
199320876	FibonacciNature	0.879687	0.018712	7	3
14448712	davidjwbailey	0.764665	0.204861	46	43
17709117	Philippa	0.624877	0.306458	10	22
353239455	IamwhoIam	0.72118	0.588472	5	22
26975872	Joe Smith	0.739365	0.472896	22	24
831148974	Grey Curmudgeon	0.636445	0.468072	30	41
2327434344	Velvet Russell	0.251474	0.078149	42	48
2741661968	(((stirlo.space)))	0.052072	0.910896	23	28
27624217	Ellis Rose Crawshaw	0.000337	0.713999	20	12
328440716	Marianne	0.249795	0.907514	33	20
520312027	Mrs C	0.059253	0.399776	19	40
11830	si egan	0.760464	0.856482	48	25
110696363	Foad Aletomeh	0.286004	0.793861	14	2
146137781	Nimra Gull	0.827741	0.578514	12	45
2811168768	John of family Large	0.456325	0.41146	36	32
202274124	Alex	0.831793	0.677499	42	37
2407700923	Capital Moments	0.25291	0.079206	49	47
3824873903	Sam Turney	0.049373	0.045038	2	11
23227936	Oor Alicia Murray	0.952906	0.649006	33	13
267188175	Val Birchall	0.192341	0.316646	15	21
703019862	empty spaces ?	0.287976	0.204383	49	22
750729281387565000	S.Nicholson	0.252254	0.95018	9	22
409025449	Vipul Jasani	0.603099	0.487142	48	7
496027530	Andrew Weller	0.496999	0.082516	12	10
24159547	Greg Holmes	0.340665	0.131379	24	7
4471745127	RENE durivault	0.480166	0.132757	12	14
2572675230	Rod Polisher	0.922801	0.603728	29	3
2857592041	Joanne	0.160335	0.592766	32	49
763068697099534000	Ascension Guide	0.437722	0.631803	9	39
788305837915770000	Natasha J Michaels	0.79659	0.17412	6	1
744124173606354000	newsheadlines	0.004695	0.257759	25	18
560685104	Elizabeth White	0.046366	0.701516	26	40
109272922	Mirela Xhota	0.222866	0.515763	49	10
18525497	Glyn Moody	0.254163	0.841282	12	8
71613519	Perry Ernst	0.492873	0.809359	33	19
1853894491	auntie_shaz	0.461151	0.147798	43	10
106403087	Kathy Roddy	0.496147	0.977748	17	23
41863282	Gill Cain	0.452841	0.214077	2	2
203652187	Angela Veysey	0.497283	0.328607	11	19
625317526	The King of Kings	0.750634	0.52944	19	42
68361243	richard jenkins	0.328639	0.715379	7	41
2822505065	Harry Barry	0.423748	0.502819	37	23
2977900810	The Greek Analyst	0.112456	0.619623	10	20
573736959	M.Lockmann	0.303716	0.545116	49	47
1658594676	Catherine	0.162403	0.081306	49	46
2600448846	Jae Robinson	0.483595	0.56867	28	37
25065023	Cece ????	0.245105	0.436331	22	2
2976237925	Berserk News	0.668477	0.600658	11	9
87995697	WATCHTOWER	0.764267	0.586238	29	2
17710558	Alex	0.263487	0.494251	46	41
3846701692	TGVIA	0.346042	0.845513	24	48
762243130850676000	HuffFeed Int	0.164819	0.60364	8	38
4700907583	Digital Marketing	0.802895	0.153195	34	4
901205930	Clare Butler	0.498469	0.614268	17	31
891017426	oneHRâ„¢	0.447545	0.532053	26	1
775482296782716000	punto tecnologico	0.596566	0.923592	23	20
290003516	Northern Loudmouth	0.236033	0.795238	12	33
448208242	Johnny Collaro	0.269933	0.851955	29	31
2750688561	Mark Hemming	0.788889	0.467418	29	2
15160326	John Stanners	0.870775	0.984167	32	12
757496051741974000	Rosie4U2CI2I	0.132493	0.567972	47	40
377563867	AKMshooter	0.530552	0.731993	46	2
275574802	Oscar Williams-Grut	0.494719	0.585389	20	45
2447892690	ECommerce News	0.496342	0.696319	37	43
292904253	jennine morgan	0.115197	0.745244	28	20
3929185582	Charlotte Smith	0.478155	0.743606	29	16
1472637883	Bill Deakin	0.500371	0.959376	5	47
293074856	Alex Kerr	0.301595	0.841433	6	38
720309421302292000	Sir Mictor Veldrew	0.150109	0.843688	26	22
448938496	People & Cities	0.604971	0.075084	35	22
4209686626	ITI Network Services	0.292086	0.420068	21	25
350942348	David Hillier	0.338698	0.554713	50	25
33082073	Marilyn Brocklehurst	0.628519	0.34632	15	13
22964326	carol elrite	0.259234	0.066716	19	26
2932434699	Kate	0.374712	0.606213	24	30
2276428814	Kasia Staszewska	0.193879	0.569593	13	10
56090634	James Bates	0.404626	0.093979	17	38
2481092765	NyQueal Lamar Walker	0.878562	0.908052	26	35
17159211	allanjenkins21	0.791303	0.798607	37	16
718971764	Rev Paul Nicolson	0.234882	0.578667	30	12
1967050530	Financial Consulting	0.62947	0.387791	25	46
743224333968023000	Tas	0.678114	0.65917	6	3
349768051	Focus Insolvency	0.32962	0.356644	20	2
21386462	TheBusinessDesk NW	0.248814	0.197773	15	17
277436255	Salvo ZappalÃ 	0.013316	0.064613	16	6
1361147754	Paulus	0.300584	0.163227	5	33
4825898833	Official ABC	0.740882	0.895911	21	36
1291850300	Guillermo Nieto	0.787181	0.300143	46	38
947994470	upNORTHandGRIM	0.213851	0.124002	49	16
3114848459	DeborahTalbot	0.025879	0.651369	6	32
46872587	Ken Montandon	0.569847	0.021888	30	50
198266818	Brian	0.036842	0.193283	27	43
362619986	Duncan Smith	0.815745	0.665235	34	24
517136721	jack johnson	0.660751	0.615438	4	23
378466182	Colin Ward	0.72681	0.111928	50	16
160872236	Wendy Puerto Art	0.53318	0.260516	31	49
536495781	William	0.726393	0.216997	13	41
253464864	Oor Leigh Cairngorm	0.213731	0.939954	6	39
745852214493777000	Adam	0.14747	0.825711	14	49
3237002104	Familia & Sociedad	0.975936	0.831061	6	39
2985919606	Wales	0.044176	0.554764	15	29
16450707	Neil Hughes	0.259334	0.036619	26	40
343460878	Emily Reed	0.878579	0.39343	22	39
3236138652	Nevo Financial LLC	0.720338	0.563805	49	34
474369807	Dr Patricia Pulham	0.575615	0.284277	40	48
738722527132975000	World.Welt.Wereld	0.729581	0.544033	44	40
4620746535	Monika Bergholz	0.942027	0.838557	21	17
735770715937333000	Samantha Spacey	0.582916	0.242165	31	49
750781552053878000	Annette Ashley	0.442604	0.026166	37	45
30275326	(((Catherina+SM)))	0.546582	0.407785	22	1
2339633413	brian gillies	0.936689	0.286328	20	13
302720208	Adrian Berry	0.116283	0.024092	8	38
29664653	Tony Alquezar	0.915139	0.533202	9	45
928916084	US Press World	0.172582	0.056278	12	50
3098841983	News Express Nigeria	0.368945	0.764161	19	18
305513234	Jacqueline Button	0.235658	0.056476	23	21
3403926695	Mel	0.873015	0.422382	27	22
259202358	P. Pink	0.407144	0.436002	27	12
4252846115	Nancy Carter	0.441853	0.056816	36	35
3171718974	NJ	0.342425	0.277981	45	28
430245429	Contrast News	0.557222	0.632766	8	7
1277544506	Judas Jones	0.524034	0.906692	20	12
596300757	darkavenger	0.701346	0.591076	49	45
1858278324	Elizabeth Hall	0.574743	0.008602	3	14
155269350	Gareth Pemberton	0.095293	0.635547	16	31
142638559	David Helias	0.549758	0.37632	44	39
17808531	Joe Watts	0.438596	0.960015	30	17
2883262945	Heather D'Cruz	0.073927	0.668368	49	15
3005651439	tweetpolitics	0.68534	0.437773	12	44
1629667927	Jiggy Penny	0.147383	0.804988	40	4
2928019319	Martin Davies	0.930469	0.338421	42	9
778788324	Ryan Brennan	0.314261	0.660758	22	1
105004479	Finance News Hustle	0.107464	0.11275	9	13
173794306	Ari Long	0.028657	0.962363	24	41
1270510597	John	0.71426	0.824357	12	17
344627326	Horselover Fat	0.634587	0.235674	21	30
256898859	GlobalHE	0.649488	0.110921	22	46
3179168410	ClayGrewTall/Brexit?	0.939559	0.768231	8	28
302701427	MaggyofMae	0.609725	0.389209	7	24
2367009230	Alberto Rubio	0.993101	0.01078	25	46
41438290	maggoo	0.398225	0.733468	20	34
2595916214	i-Godev Company	0.925425	0.798915	47	15
24216744	Aryeh	0.835306	0.599792	17	14
533578801	Paul	0.878149	0.839295	32	26
1877161100	Filhote da Ditadura	0.655345	0.150562	14	48
1238098291	Jeremy	0.616442	0.924064	27	9
300381085	Ausfan	0.851446	0.951534	20	22
3282449299	UK Discount Store	0.210641	0.341385	12	34
441928611	Ruth	0.442491	0.195522	39	12
14500848	Envision Global	0.86151	0.287677	25	18
753505894277718000	Dr Frank Mueller	0.253529	0.563672	23	31
1065190608	Catherine M Ginn	0.725758	0.334379	47	31
750781552053878000	Annette Ashley	0.239737	0.213367	42	23
723170689327489000	Melody Bell	0.450831	0.88382	38	26
55472166	Efren Montilla	0.267818	0.368608	1	43
722786849689743000	ProspectingTheFuture	0.819921	0.508602	45	24
112521455	Armin Roehrl	0.750715	0.240987	13	25
437554687	Immigrant Dr. Humbug	0.641043	0.718666	48	7
3201627713	Defence Council GF	0.851313	0.484858	15	32
17019081	Kilsally (Alan Day)	0.562135	0.109992	47	9
332749789	Danny Manning	0.974509	0.489513	15	14
762337006257045000	FOX	0.824901	0.962344	49	8
10733552	Simon Kowalewski	0.32467	0.169189	31	44
100032683	Prof. C Mazula	0.549318	0.907703	27	2
2805868628	Andy Newman	0.117148	0.647108	32	45
132925961	Venyanamore	0.332349	0.334574	21	45
3460140317	Arthur Tweet	0.504198	0.375951	20	21
463320148	Nigel.k	0.644754	0.71054	34	40
60871529	Graeme Reid	0.653724	0.694509	6	42
2332548698	SPDF Group	0.687374	0.443701	45	6
1672386103	WowWow	0.921121	0.370234	20	24
37005779	Midlands Mum	0.228401	0.404861	36	11
1453592347	Ryan Felsman	0.501364	0.811032	45	24
109534024	allinone	0.721891	0.904968	37	37
788442922375061000	BotTest	0.381534	0.469544	19	5
23426648	Miles Grady	0.714688	0.887306	34	20
197653730	aoll	0.962116	0.824821	29	46
265962961	Pilar Fernandez	0.371762	0.572956	29	4
24709604	Tracy M	0.16437	0.132073	6	1
192348819	Eleanor E M Black	0.93461	0.680489	29	17
2853776021	Sabra International	0.735113	0.274995	9	8
21928903	MJ Anthony	0.167791	0.274406	46	35
2715070556	Sam S	0.414281	0.034789	43	35
499756092	Kevin Saunders	0.228936	0.897863	14	27
2344274520	Ahmad A. J.	0.212459	0.229207	5	10
2873176166	CleanEnergyCoAntrim	0.780423	0.971967	11	35
25490701	HollywoodAlaska	0.937714	0.416109	47	1
58880004	Andres Toro ??	0.471425	0.12115	45	13
5859982	Chris Tregenza	0.813423	0.855008	36	30
17810197	green_knight	0.207437	0.564457	15	11
79281646	Dirk van den Bosch	0.285088	0.847829	16	6
761159282582839000	Jive Ruislip	0.497825	0.399221	44	6
281225417	Craig Ferriman	0.493159	0.229969	15	12
25097735	Douglas Carswell MP	0.716472	0.745805	24	16
3005175598	DEPLORABLE TRUMPER	0.762944	0.515384	44	43
1079183912	Faculty of Law	0.753267	0.159289	31	43
103231313	James	0.574694	0.962261	6	20
915274380	charles sansom	0.227971	0.88778	49	19
1083509617	Christian Stensrud	0.510731	0.556504	2	12
4201587983	NewlynFishing	0.604675	0.31124	37	41
307758952	Rhoda Gradley	0.524015	0.250289	20	29
1531067246	SuffolkRoyal	0.794175	0.046239	6	19
14585767	Laurent MILTGEN	0.052549	0.522203	6	25
700701537	Robyn Louise Harp	0.934507	0.21727	16	46
2262921585	JNRoca i Ferreras	0.92156	0.535207	29	30
3341198241	HELECON	0.050161	0.667561	23	32
1763940602	David lambert	0.219452	0.804823	22	46
70664947	David C Bannerman	0.707421	0.50589	39	44
312937032	peter m jorna	0.216342	0.522639	47	50
2506199450	Rubby Lim	0.69309	0.048008	43	3
2365686348	Grey-13	0.13813	0.192998	12	13
1122084528	Dai Leonard	0.146924	0.255755	17	48
14250027	pablothehat	0.809226	0.405426	15	27
25264158	Christian Guthier	0.298053	0.140456	12	2
386306342	Clare  Elmore	0.808487	0.164922	11	11
450784231	Gianni Bianco	0.582705	0.411623	12	23
2361058308	Pete Thompson	0.964881	0.752535	11	13
552816588	Miguel CAMACHO	0.487168	0.205923	39	19
720769124910018000	Globechoes	0.633043	0.280368	9	38
1644154526	Annie Wang	0.936128	0.070141	21	45
8486632	Karl PalmÃ¥s	0.588839	0.328275	22	25
122667692	Belinda Wood	0.392938	0.752863	14	23
98471139	Hugo Schonbeck	0.106191	0.925245	32	24
2782571156	TorCon	0.117826	0.745633	50	18
2190086905	Fdida Suzy	0.160854	0.55928	25	35
719446423192866000	Narrendra Malhotra	0.449984	0.380172	26	19
2726636618	TerrellGroup	0.416519	0.327938	13	24
58192496	Mark F	0.855072	0.841888	18	7
904082179	Scottish Financial	0.810457	0.356971	23	46
1280104687	Sophie App	0.211862	0.551037	28	5
1291093045	NatBuster	0.311192	0.545662	34	26
766654939141668000	Richard Webster & Co	0.729749	0.371098	44	50
744941328	Gryphon Property	0.780552	0.245511	47	3
2562544931	Esperancita Uribe	0.526037	0.200123	27	48
20632425	PINKLIPS	0.435561	0.920814	10	20
2822373769	ManO'IndependentMind	0.090217	0.228145	24	29
536495781	William	0.675125	0.385031	15	47
358677759	Ian Young	0.371689	0.656373	47	7
20632425	PINKLIPS	0.095315	0.966197	5	48
2759742364	erika thomas	0.432958	0.455169	10	36
2240570938	Unimpressed European	0.047572	0.284193	41	17
2307351888	Alexander Rose	0.262488	0.321881	35	6
2351400748	Dejan Ciclista Rock	0.388195	0.931703	17	11
934870518	Hon Bugger le Panda	0.293752	0.289068	44	42
2525915053	Cardinal Zin	0.053564	0.755208	46	39
2572675230	Rod Polisher	0.703403	0.027038	37	48
1307016348	PokeDem	0.817901	0.157107	45	31
185317908	Prashant Jha	0.723379	0.752152	45	12
636869626	gaele.	0.790742	0.596241	33	14
20585449	DrColinW	0.583922	0.461779	2	40
142788841	Michael H.	0.644366	0.08187	4	32
18898153	James Savage	0.415363	0.754554	20	10
2253088845	Amanda Mortimore	0.486615	0.649713	6	47
304861372	DJ LNR	0.956668	0.711417	47	2
3130014062	ss	0.789108	0.46544	21	37
310483039	News Ghana	0.986393	0.644385	17	44
104979795	Obama Impeachment	0.459107	0.934099	2	9
485083796	Nathan Nicholas	0.933829	0.398492	18	39
588292619	Suzy Friedly	0.365188	0.009251	34	39
2657789261	The Huxley 48'ers	0.391128	0.443123	50	21
704311196	Sacha	0.76061	0.702036	21	48
160520186	Keele Mngt School	0.323497	0.563503	29	29
2388531318	Explosion Tweet 2	0.79329	0.722021	37	25
282710228	Michael Ward	0.036586	0.834857	26	48
2385652590	2 is not less than 1	0.377625	0.294271	28	14
320726331	Kevin Lundberg	0.920899	0.186602	46	7
278552905	Millennials Grid	0.582826	0.786493	42	35
354218820	rob jones	0.669851	0.570264	43	20
131746751	@meeow_k	0.240723	0.516771	8	49
545147045	Danny Wijnhoud	0.601311	0.599404	20	15
755051936043372000	Roger Snape	0.137082	0.154198	10	19
48657376	In Defence o Marxism	0.367047	0.011043	11	35
335987017	Wright Computers	0.806906	0.276821	22	16
22257624	Ginge	0.681267	0.68208	9	45
28092167	Melissa Chemam	0.473707	0.212899	22	20
627328453	Pawel Fleischer	0.132638	0.647363	39	46
231390130	Trevor Warner	0.306202	0.650486	2	13
84114252	JoÃ£o Zamith	0.015278	0.132356	30	34
748534044074319000	Still_In_EU	0.360408	0.173251	26	25
2734460614	Maureen Corrigan	0.063423	0.038574	47	8
